Tank,N & P,Size,Treatment,Schisto,Week,Snail,Total_Biomass,Cercarial_production,Infected_abundance,Sampling_Effort,Eggs,Phyto_F,Peri_F,Snail_density,Biomass_density
32,High,Small,High-Small,Yes,10,233,792.1972949,0,0,3,0,912.6666667,3399.333333,233,792.1972949
33,Low,Intermediate,Low-Intermediate,Yes,10,84,170.6847991,0,0,3,0,435.6666667,811,84,170.6847991
34,Low,Intermediate,Low-Intermediate,Yes,10,45,86.75175545,0,0,3,0,827.6666667,2334.333333,45,86.75175545
35,High,Large,High-Large,No,10,51,588.8905531,0,0,3,0,355.6666667,7630,51,588.8905531
36,Low,Large,Low-Large,Yes,10,36,180.351416,189,1,3,0,356,1140.333333,36,180.351416
37,High,Intermediate,High-Intermediate,Yes,10,84,627.7263439,96,12,3,0,464,12887.66667,84,627.7263439
38,High,Small,High-Small,No,10,135,460.6572184,0,0,3,0,2786.333333,4851,135,460.6572184
39,High,Large,High-Large,Yes,10,47,378.7463991,0,0,3,0,231.3333333,1810.333333,47,378.7463991
40,Low,Intermediate,Low-Intermediate,Yes,10,26,15.06524077,0,0,3,0,493,1500.333333,26,15.06524077
41,High,Intermediate,High-Intermediate,Yes,10,87,824.3806671,15,1,3,0,1088.666667,2170.666667,87,824.3806671
42,High,Large,High-Large,Yes,10,92,511.7496629,39,1,3,0,1267.666667,3014,92,511.7496629
43,High,Intermediate,High-Intermediate,Yes,10,93,762.2634323,0,0,3,0,1176.666667,1342.666667,93,762.2634323
44,High,Large,High-Large,Yes,10,106,262.460412,0,0,3,0,1612,2170.666667,106,262.460412
45,Low,Large,Low-Large,Yes,10,69,241.712147,139,1,3,0,184.6666667,965,69,241.712147
46,High,Intermediate,High-Intermediate,Yes,10,48,580.9006018,0,0,3,0,416,781.6666667,48,580.9006018
47,Low,Small,Low-Small,No,10,6,2.267360835,0,0,3,0,375.6666667,1803.666667,6,2.267360835
48,High,Intermediate,High-Intermediate,No,10,165,1313.85384,0,0,3,0,502.3333333,1177.333333,165,1313.85384
1,High,Small,High-Small,No,11,11,61.15795327,0,0,3,0,1659,4710.333333,11,61.15795327
2,Low,Intermediate,Low-Intermediate,Yes,11,10,1.837527184,0,0,3,0,1344.666667,5698.333333,10,1.837527184
3,Low,Intermediate,Low-Intermediate,Yes,11,17,13.28856683,0,0,3,0,873,917,17,13.28856683
4,High,Small,High-Small,Yes,11,150,236.4083783,0,0,3,0,11532.66667,12062.33333,150,236.4083783
5,High,Small,High-Small,Yes,11,78,218.7258143,0,0,3,0,3380,5040.333333,78,218.7258143
6,Low,Small,Low-Small,Yes,11,5,1.841848593,0,0,3,0,983.6666667,2010.333333,5,1.841848593
7,High,Large,High-Large,No,11,24,220.7992444,0,0,3,0,10169.66667,6187.666667,24,220.7992444
8,Low,Large,Low-Large,Yes,11,78,51.94957499,0,0,3,0,1371,5265.666667,78,51.94957499
9,Low,Small,Low-Small,Yes,11,96,296.3792577,0,0,3,0,332.3333333,503.3333333,96,296.3792577
10,Low,Small,Low-Small,Yes,11,30,108.3826897,0,0,3,1,1222.666667,2332.666667,30,108.3826897
11,High,Large,High-Large,Yes,11,24,48.79576312,0,0,3,0,1121.333333,6134.666667,24,48.79576312
12,Low,Large,Low-Large,No,11,37,50.7932585,0,0,3,0,373.6666667,270.3333333,37,50.7932585
13,Low,Intermediate,Low-Intermediate,Yes,11,3,13.15186355,0,0,3,0,238.3333333,5779.666667,3,13.15186355
14,High,Small,High-Small,Yes,11,31,231.7220449,0,0,3,0,2624,360.3333333,31,231.7220449
15,Low,Large,Low-Large,No,11,49,154.5815603,0,0,3,2,2317,3453.666667,49,154.5815603
16,Low,Intermediate,Low-Intermediate,No,11,32,116.8349189,0,0,3,0,647.3333333,1976.666667,32,116.8349189
17,Low,Large,Low-Large,Yes,11,61,77.07676178,0,0,3,0,506.3333333,492.6666667,61,77.07676178
18,High,Large,High-Large,Yes,11,38,258.2315614,70,1,3,1,2311,9274.666667,38,258.2315614
19,Low,Large,Low-Large,Yes,11,8,36.6622387,0,0,3,0,1410.333333,2344.333333,8,36.6622387
20,Low,Intermediate,Low-Intermediate,No,11,84,191.1628032,0,0,3,0,1030.666667,1001.333333,84,191.1628032
21,High,Intermediate,High-Intermediate,Yes,11,28,407.70487,0,0,3,0,1832,5590,28,407.70487
22,High,Small,High-Small,Yes,11,159,79.3983876,0,0,3,0,4452.666667,2910.666667,159,79.3983876
23,High,Intermediate,High-Intermediate,No,11,40,168.4951611,0,0,3,26,1566.666667,2505,40,168.4951611
24,High,Intermediate,High-Intermediate,Yes,11,171,525.5839151,0,0,3,0,388.3333333,7832,171,525.5839151
25,Low,Small,Low-Small,Yes,11,28,104.0607255,0,0,3,0,511.3333333,518.3333333,28,104.0607255
26,Low,Small,Low-Small,Yes,11,50,37.13772644,0,0,3,0,2746.666667,4956,50,37.13772644
27,Low,Large,Low-Large,Yes,11,88,52.96069992,0,0,3,0,609,937,88,52.96069992
28,High,Small,High-Small,Yes,11,43,255.045161,0,0,3,0,7187.666667,6327.666667,43,255.045161
29,Low,Small,Low-Small,No,11,51,403.5484408,0,0,3,0,995.3333333,5271.333333,51,403.5484408
30,Low,Small,Low-Small,Yes,11,86,181.3939307,0,0,3,0,579.3333333,1334,86,181.3939307
31,High,Large,High-Large,Yes,11,103,354.2172267,0,0,3,0,1147.333333,7314,103,354.2172267
32,High,Small,High-Small,Yes,11,165,705.9008154,0,0,3,0,2787.666667,3921.666667,165,705.9008154
33,Low,Intermediate,Low-Intermediate,Yes,11,68,111.3505027,0,0,3,0,406.3333333,848,68,111.3505027
34,Low,Intermediate,Low-Intermediate,Yes,11,51,92.45057514,0,0,3,0,2498.666667,2257.666667,51,92.45057514
35,High,Large,High-Large,No,11,69,657.0216487,0,0,3,0,249.3333333,7564,69,657.0216487
36,Low,Large,Low-Large,Yes,11,22,28.5961159,0,0,3,0,909.3333333,1576.666667,22,28.5961159
37,High,Intermediate,High-Intermediate,Yes,11,94,712.6723562,0,0,3,0,367.6666667,11507.66667,94,712.6723562
38,High,Small,High-Small,No,11,130,364.2986364,0,0,3,0,2546,5388.666667,130,364.2986364
39,High,Large,High-Large,Yes,11,0,0,0,0,3,0,2987.333333,5023,0,0
40,Low,Intermediate,Low-Intermediate,Yes,11,39,41.1484272,0,0,3,0,816,743,39,41.1484272
41,High,Intermediate,High-Intermediate,Yes,11,72,576.3073082,0,0,3,0,3698.666667,1765,72,576.3073082
42,High,Large,High-Large,Yes,11,42,87.63467897,0,0,3,1,359.3333333,2641.666667,42,87.63467897
43,High,Intermediate,High-Intermediate,Yes,11,26,267.2827895,0,0,3,0,141,7685,26,267.2827895
44,High,Large,High-Large,Yes,11,129,401.8091986,0,0,3,0,1648.666667,818,129,401.8091986
45,Low,Large,Low-Large,Yes,11,65,207.0866888,0,0,3,0,1403.333333,4754,65,207.0866888
46,High,Intermediate,High-Intermediate,Yes,11,52,412.4350302,0,0,3,0,4660.333333,2977,52,412.4350302
47,Low,Small,Low-Small,No,11,14,49.23146911,0,0,3,0,458.6666667,550,14,49.23146911
48,High,Intermediate,High-Intermediate,No,11,42,196.6611192,0,0,3,0,1674.333333,5907.333333,42,196.6611192
1,High,Small,High-Small,No,12,9,58.05889062,0,0,3,0,832,5252.333333,9,58.05889062
2,Low,Intermediate,Low-Intermediate,Yes,12,24,14.96413254,0,0,3,0,224.3333333,2956.333333,24,14.96413254
3,Low,Intermediate,Low-Intermediate,Yes,12,5,2.820149631,0,0,3,0,696.3333333,1511.333333,5,2.820149631
4,High,Small,High-Small,Yes,12,20,103.397545,0,0,3,0,12884.33333,12308.66667,20,103.397545
5,High,Small,High-Small,Yes,12,38,82.02546059,0,0,3,0,2514.666667,7934.333333,38,82.02546059
6,Low,Small,Low-Small,Yes,12,1,0.23827612,0,0,3,0,1635,3071.666667,1,0.23827612
7,High,Large,High-Large,No,12,61,273.3174079,0,0,3,0,7518.333333,2768.666667,61,273.3174079
8,Low,Large,Low-Large,Yes,12,83,204.5970495,0,0,3,0,288.6666667,1885,83,204.5970495
9,Low,Small,Low-Small,Yes,12,72,235.127166,0,0,3,0,454.3333333,452.6666667,72,235.127166
10,Low,Small,Low-Small,Yes,12,35,351.3013726,0,0,3,0,2861,9096.333333,35,351.3013726
11,High,Large,High-Large,Yes,12,2,1.572247329,0,0,3,0,2815,5373.666667,2,1.572247329
12,Low,Large,Low-Large,No,12,22,46.9220491,0,0,3,0,1562.333333,2894.333333,22,46.9220491
13,Low,Intermediate,Low-Intermediate,Yes,12,3,20.86714117,0,0,3,0,6427.333333,18238.33333,3,20.86714117
14,High,Small,High-Small,Yes,12,31,61.12453161,0,0,3,0,2994,1583.333333,31,61.12453161
15,Low,Large,Low-Large,No,12,49,146.1542762,0,0,3,0,1893.666667,4738,49,146.1542762
16,Low,Intermediate,Low-Intermediate,No,12,27,256.1554669,0,0,3,0,1984.333333,3290.666667,27,256.1554669
17,Low,Large,Low-Large,Yes,12,38,29.80078868,0,0,3,0,623.6666667,419,38,29.80078868
18,High,Large,High-Large,Yes,12,28,258.2706041,0,0,3,0,5619,2556.333333,28,258.2706041
19,Low,Large,Low-Large,Yes,12,14,14.84159386,0,0,3,0,1782.333333,2817.333333,14,14.84159386
20,Low,Intermediate,Low-Intermediate,No,12,59,54.07336402,0,0,3,0,1074.333333,697.6666667,59,54.07336402
21,High,Intermediate,High-Intermediate,Yes,12,0,0,0,0,3,0,548,7032.333333,0,0
22,High,Small,High-Small,Yes,12,112,56.0258963,0,0,3,0,601,2043,112,56.0258963
23,High,Intermediate,High-Intermediate,No,12,19,42.10684933,0,0,3,0,10706.66667,5891.333333,19,42.10684933
24,High,Intermediate,High-Intermediate,Yes,12,122,564.0866505,0,0,3,0,1358.333333,4974,122,564.0866505
25,Low,Small,Low-Small,Yes,12,25,126.9884074,0,0,3,0,1034.333333,1821.333333,25,126.9884074
26,Low,Small,Low-Small,Yes,12,44,26.42789104,0,0,3,0,5532.666667,8132.333333,44,26.42789104
27,Low,Large,Low-Large,Yes,12,27,15.21659909,0,0,3,0,1250.666667,873,27,15.21659909
28,High,Small,High-Small,Yes,12,0,0,0,0,3,0,2926.666667,4471,0,0
29,Low,Small,Low-Small,No,12,43,359.5526746,0,0,3,0,1150.333333,7310.666667,43,359.5526746
30,Low,Small,Low-Small,Yes,12,95,384.7814678,0,0,3,0,709.6666667,794.3333333,95,384.7814678
31,High,Large,High-Large,Yes,12,74,264.8368731,0,0,3,0,962.6666667,6184.333333,74,264.8368731
32,High,Small,High-Small,Yes,12,46,313.9892408,0,0,3,0,6114,977.3333333,46,313.9892408
33,Low,Intermediate,Low-Intermediate,Yes,12,79,106.3811055,0,0,3,0,468,769,79,106.3811055
34,Low,Intermediate,Low-Intermediate,Yes,12,19,112.5545145,0,0,3,0,4620.333333,5749.333333,19,112.5545145
35,High,Large,High-Large,No,12,42,288.6107451,0,0,3,0,336.6666667,7860.333333,42,288.6107451
36,Low,Large,Low-Large,Yes,12,22,60.48211368,0,0,3,0,1040,1224.666667,22,60.48211368
37,High,Intermediate,High-Intermediate,Yes,12,41,368.2658805,0,0,3,0,775.6666667,9590.666667,41,368.2658805
38,High,Small,High-Small,No,12,50,47.2462618,0,0,3,0,6902.333333,4758,50,47.2462618
39,High,Large,High-Large,Yes,12,4,20.1655927,0,0,3,0,873,7551.333333,4,20.1655927
40,Low,Intermediate,Low-Intermediate,Yes,12,26,32.0772776,0,0,3,0,925.6666667,475.6666667,26,32.0772776
41,High,Intermediate,High-Intermediate,Yes,12,93,697.3821312,8,2,3,0,8559.666667,1544.666667,93,697.3821312
42,High,Large,High-Large,Yes,12,22,141.0028261,0,0,3,0,337.6666667,2267.666667,22,141.0028261
43,High,Intermediate,High-Intermediate,Yes,12,15,204.8808041,0,0,3,0,281,17763.33333,15,204.8808041
44,High,Large,High-Large,Yes,12,72,428.8893078,1,1,3,0,5701,943.3333333,72,428.8893078
45,Low,Large,Low-Large,Yes,12,124,340.7484037,129,2,3,0,4753,6707.666667,124,340.7484037
46,High,Intermediate,High-Intermediate,Yes,12,68,435.0621573,3,1,3,0,6794.666667,2379.666667,68,435.0621573
47,Low,Small,Low-Small,No,12,20,82.4828605,0,0,3,0,835.3333333,1118.333333,20,82.4828605
48,High,Intermediate,High-Intermediate,No,12,59,258.7394193,0,0,3,0,1184.666667,6559.666667,59,258.7394193
1,High,Small,High-Small,No,13,5,13.55316249,0,0,3,0,1325.666667,9907.666667,5,13.55316249
2,Low,Intermediate,Low-Intermediate,Yes,13,42,92.85874387,0,0,3,0,350.6666667,2577.333333,42,92.85874387
3,Low,Intermediate,Low-Intermediate,Yes,13,1,1.518382822,0,0,3,0,822,4758.666667,1,1.518382822
4,High,Small,High-Small,Yes,13,6,198.4569016,0,0,3,0,7178,8182,6,198.4569016
5,High,Small,High-Small,Yes,13,24,70.96461064,0,0,3,0,2682.333333,12874.66667,24,70.96461064
6,Low,Small,Low-Small,Yes,13,0,0,0,0,3,0,2869,3127.333333,0,0
7,High,Large,High-Large,No,13,59,254.4656473,0,0,3,0,1324.666667,2946,59,254.4656473
8,Low,Large,Low-Large,Yes,13,83,213.8764119,0,0,3,0,2858.333333,3403.333333,83,213.8764119
9,Low,Small,Low-Small,Yes,13,105,194.7098644,0,0,3,0,437.6666667,1133.333333,105,194.7098644
10,Low,Small,Low-Small,Yes,13,15,195.9397021,0,0,3,0,4886,2558.666667,15,195.9397021
11,High,Large,High-Large,Yes,13,0,0,0,0,3,0,3684.666667,6619.333333,0,0
12,Low,Large,Low-Large,No,13,28,73.29213428,0,0,3,0,800,1951,28,73.29213428
13,Low,Intermediate,Low-Intermediate,Yes,13,3,3.759735444,0,0,3,0,1707.333333,17859.66667,3,3.759735444
14,High,Small,High-Small,Yes,13,39,185.726969,0,0,3,0,2576,2589.666667,39,185.726969
15,Low,Large,Low-Large,No,13,33,128.6866932,0,0,3,3,780,2559.333333,33,128.6866932
16,Low,Intermediate,Low-Intermediate,No,13,19,72.37467746,0,0,3,0,2334.333333,3568,19,72.37467746
17,Low,Large,Low-Large,Yes,13,60,46.3792883,0,0,3,0,896.6666667,668.3333333,60,46.3792883
18,High,Large,High-Large,Yes,13,29,173.1100722,69,1,3,0,5025,7025.666667,29,173.1100722
19,Low,Large,Low-Large,Yes,13,17,98.10724048,0,0,3,0,1853,5200.666667,17,98.10724048
20,Low,Intermediate,Low-Intermediate,No,13,51,78.30736655,0,0,3,0,742.6666667,1289,51,78.30736655
21,High,Intermediate,High-Intermediate,Yes,13,9,180.7051349,0,0,3,2,794,6421,9,180.7051349
22,High,Small,High-Small,Yes,13,85,75.18920955,0,0,3,0,654.3333333,8603.333333,85,75.18920955
23,High,Intermediate,High-Intermediate,No,13,17,158.0795957,0,0,3,4,3735,4805,17,158.0795957
24,High,Intermediate,High-Intermediate,Yes,13,99,429.1881154,0,0,3,0,1409,3326.333333,99,429.1881154
25,Low,Small,Low-Small,Yes,13,26,19.71552269,0,0,3,0,674.6666667,1355.666667,26,19.71552269
26,Low,Small,Low-Small,Yes,13,29,15.8177931,0,0,3,0,6793,9204,29,15.8177931
27,Low,Large,Low-Large,Yes,13,36,31.23697696,0,0,3,0,1121,1363.666667,36,31.23697696
28,High,Small,High-Small,Yes,13,52,191.2677814,0,0,3,0,1509,7071.333333,52,191.2677814
29,Low,Small,Low-Small,No,13,48,398.7914188,0,0,3,0,1412,11504,48,398.7914188
30,Low,Small,Low-Small,Yes,13,65,249.1572748,0,0,3,0,713.3333333,848.6666667,65,249.1572748
31,High,Large,High-Large,Yes,13,80,210.8417421,0,0,3,0,2752.666667,5584,80,210.8417421
32,High,Small,High-Small,Yes,13,44,261.4525156,0,0,3,0,2493.666667,8341.666667,44,261.4525156
33,Low,Intermediate,Low-Intermediate,Yes,13,64,105.562188,0,0,3,0,746,1516.333333,64,105.562188
34,Low,Intermediate,Low-Intermediate,Yes,13,32,173.5259721,0,0,3,0,6344.666667,11968,32,173.5259721
35,High,Large,High-Large,No,13,40,253.7970452,0,0,3,0,1785.333333,10680.66667,40,253.7970452
36,Low,Large,Low-Large,Yes,13,27,103.5290523,0,0,3,0,1039.666667,2019.333333,27,103.5290523
37,High,Intermediate,High-Intermediate,Yes,13,53,261.4849893,0,0,3,0,735.6666667,2833.666667,53,261.4849893
38,High,Small,High-Small,No,13,42,52.02894066,0,0,3,0,985.3333333,6654,42,52.02894066
39,High,Large,High-Large,Yes,13,2,74.13477871,0,0,3,0,1071.666667,11881.66667,2,74.13477871
40,Low,Intermediate,Low-Intermediate,Yes,13,34,42.14024944,0,0,3,0,774,778.6666667,34,42.14024944
41,High,Intermediate,High-Intermediate,Yes,13,77,645.131022,0,0,3,0,1310.333333,3594.666667,77,645.131022
42,High,Large,High-Large,Yes,13,49,200.5468009,0,0,3,0,860,1691.666667,49,200.5468009
43,High,Intermediate,High-Intermediate,Yes,13,0,0,0,0,3,0,1050,12107.33333,0,0
44,High,Large,High-Large,Yes,13,168,765.111281,0,0,3,0,1373.333333,1942,168,765.111281
45,Low,Large,Low-Large,Yes,13,41,187.590544,0,0,3,0,344.6666667,4888.666667,41,187.590544
46,High,Intermediate,High-Intermediate,Yes,13,74,393.168684,0,0,3,0,5812,2492,74,393.168684
47,Low,Small,Low-Small,No,13,24,17.97975507,0,0,3,1,604.6666667,942.3333333,24,17.97975507
48,High,Intermediate,High-Intermediate,No,13,361,425.4965482,0,0,3,0,1205.666667,4900.666667,361,425.4965482
1,High,Small,High-Small,No,14,10,74.2506659,0,0,3,0,266.3333333,1241.333333,10,74.2506659
2,Low,Intermediate,Low-Intermediate,Yes,14,16,31.91877336,0,0,3,0,281.6666667,102.3333333,16,31.91877336
3,Low,Intermediate,Low-Intermediate,Yes,14,0,0,0,0,3,0,496.3333333,261,0,0
4,High,Small,High-Small,Yes,14,5,6.231075334,0,0,3,0,1966,6350.333333,5,6.231075334
5,High,Small,High-Small,Yes,14,37,87.7996324,0,0,3,0,1442.666667,850.3333333,37,87.7996324
6,Low,Small,Low-Small,Yes,14,0,0,0,0,3,0,5878.333333,916,0,0
7,High,Large,High-Large,No,14,68,446.7603702,0,0,3,0,1855.666667,405.3333333,68,446.7603702
8,Low,Large,Low-Large,Yes,14,24,27.90333809,0,0,3,0,6119,1974.666667,24,27.90333809
9,Low,Small,Low-Small,Yes,14,79,217.303307,0,0,3,0,303.6666667,936.6666667,79,217.303307
10,Low,Small,Low-Small,Yes,14,29,349.4513922,0,0,3,0,457.6666667,2253,29,349.4513922
11,High,Large,High-Large,Yes,14,0,0,0,0,3,0,5253,18198.33333,0,0
12,Low,Large,Low-Large,No,14,35,59.75578158,0,0,3,0,462.3333333,2120,35,59.75578158
13,Low,Intermediate,Low-Intermediate,Yes,14,5,15.49876117,0,0,3,6,495.6666667,4850.666667,5,15.49876117
14,High,Small,High-Small,Yes,14,28,61.01146834,0,0,3,0,3485,10929,28,61.01146834
15,Low,Large,Low-Large,No,14,110,364.1956929,0,0,3,0,221,12163,110,364.1956929
16,Low,Intermediate,Low-Intermediate,No,14,21,51.54836228,0,0,3,0,588.3333333,9764.333333,21,51.54836228
17,Low,Large,Low-Large,Yes,14,37,40.06767112,0,0,3,0,397.6666667,252,37,40.06767112
18,High,Large,High-Large,Yes,14,23,145.0454547,0,0,3,0,9110,1499.666667,23,145.0454547
19,Low,Large,Low-Large,Yes,14,14,82.13689455,0,0,3,0,596,1168.666667,14,82.13689455
20,Low,Intermediate,Low-Intermediate,No,14,39,28.23708635,0,0,3,0,366.3333333,15742.33333,39,28.23708635
21,High,Intermediate,High-Intermediate,Yes,14,25,196.9502884,0,0,3,1,1093,1351,25,196.9502884
22,High,Small,High-Small,Yes,14,150,287.1396804,0,0,3,0,494.6666667,2946.333333,150,287.1396804
23,High,Intermediate,High-Intermediate,No,14,27,130.4029496,0,0,3,5,1526,3706,27,130.4029496
24,High,Intermediate,High-Intermediate,Yes,14,100,478.3769649,0,0,3,0,838.6666667,290.6666667,100,478.3769649
25,Low,Small,Low-Small,Yes,14,18,78.35256629,0,0,3,0,463,5214.333333,18,78.35256629
26,Low,Small,Low-Small,Yes,14,17,5.148133741,0,0,3,0,7384,8171.333333,17,5.148133741
27,Low,Large,Low-Large,Yes,14,0,0,0,0,3,0,811,1300.666667,0,0
28,High,Small,High-Small,Yes,14,14,72.54900182,0,0,3,0,3037.333333,5139,14,72.54900182
29,Low,Small,Low-Small,No,14,11,103.6220792,0,0,3,0,3670.666667,3292.666667,11,103.6220792
30,Low,Small,Low-Small,Yes,14,26,66.7967436,0,0,3,0,570.6666667,5862.666667,26,66.7967436
31,High,Large,High-Large,Yes,14,103,276.2830704,0,0,3,0,1188.666667,2147.666667,103,276.2830704
32,High,Small,High-Small,Yes,14,19,71.0062041,0,0,3,0,582.6666667,796.6666667,19,71.0062041
33,Low,Intermediate,Low-Intermediate,Yes,14,35,40.72156235,0,0,3,0,226,7128.666667,35,40.72156235
34,Low,Intermediate,Low-Intermediate,Yes,14,23,47.94041333,0,0,3,0,667.6666667,630.3333333,23,47.94041333
35,High,Large,High-Large,No,14,36,236.6523033,0,0,3,0,593,8933.333333,36,236.6523033
36,Low,Large,Low-Large,Yes,14,26,75.45372228,0,0,3,0,638,6704,26,75.45372228
37,High,Intermediate,High-Intermediate,Yes,14,49,339.9279826,0,0,3,9,92.33333333,377.6666667,49,339.9279826
38,High,Small,High-Small,No,14,52,154.6483409,0,0,3,0,253,1548,52,154.6483409
39,High,Large,High-Large,Yes,14,0,0,0,0,3,0,148.3333333,2481,0,0
40,Low,Intermediate,Low-Intermediate,Yes,14,20,27.54791514,0,0,3,0,604.6666667,414,20,27.54791514
41,High,Intermediate,High-Intermediate,Yes,14,53,349.9988596,0,0,3,0,6542.333333,4683.666667,53,349.9988596
42,High,Large,High-Large,Yes,14,30,101.7358581,0,0,3,0,7099,2567.666667,30,101.7358581
43,High,Intermediate,High-Intermediate,Yes,14,24,80.08104193,0,0,3,0,917.6666667,9780.333333,24,80.08104193
44,High,Large,High-Large,Yes,14,72,291.410002,0,0,3,0,5586,3741.666667,72,291.410002
45,Low,Large,Low-Large,Yes,14,36,215.4391847,0,0,3,0,15393.33333,10693.33333,36,215.4391847
46,High,Intermediate,High-Intermediate,Yes,14,57,447.0631973,0,0,3,0,10010.33333,4973.666667,57,447.0631973
47,Low,Small,Low-Small,No,14,8,55.36149397,0,0,3,0,655.6666667,822.3333333,8,55.36149397
48,High,Intermediate,High-Intermediate,No,14,37,115.4355587,0,0,3,0,1530.333333,10344,37,115.4355587
1,High,Small,High-Small,No,15,1,2.2879488,0,0,3,0,559.6666667,12437,1,2.2879488
2,Low,Intermediate,Low-Intermediate,Yes,15,13,40.5302496,0,0,3,0,654,3143.333333,13,40.5302496
3,Low,Intermediate,Low-Intermediate,Yes,15,0,0,0,0,3,0,641,3291.333333,0,0
4,High,Small,High-Small,Yes,15,3,9.2265696,0,0,3,0,5582,9482,3,9.2265696
5,High,Small,High-Small,Yes,15,29,209.5327776,0,0,3,0,559.6666667,24257,29,209.5327776
6,Low,Small,Low-Small,Yes,15,0,0,0,0,3,0,7049,5100,0,0
7,High,Large,High-Large,No,15,42,283.5906048,0,0,3,0,1758.333333,7135,42,283.5906048
8,Low,Large,Low-Large,Yes,15,55,389.3950272,0,0,3,0,1043.666667,2626,55,389.3950272
9,Low,Small,Low-Small,Yes,15,65,83.1381312,0,0,3,0,346.3333333,1999.333333,65,83.1381312
10,Low,Small,Low-Small,Yes,15,31,117.3213792,0,0,3,0,926.3333333,12055,31,117.3213792
11,High,Large,High-Large,Yes,15,0,0,0,0,3,0,4850.333333,9238.666667,0,0
12,Low,Large,Low-Large,No,15,18,42.9468192,0,0,3,0,581,2165.333333,18,42.9468192
13,Low,Intermediate,Low-Intermediate,Yes,15,5,31.187808,0,0,3,0,500.6666667,15360.66667,5,31.187808
14,High,Small,High-Small,Yes,15,45,150.3223488,0,0,3,0,1880.666667,4721.333333,45,150.3223488
15,Low,Large,Low-Large,No,15,,,0,0,3,0,347,7777.666667,0,0
16,Low,Intermediate,Low-Intermediate,No,15,,,0,0,3,0,683.6666667,4970,0,0
17,Low,Large,Low-Large,Yes,15,15,19.8706368,0,0,3,0,660.3333333,2125,15,19.8706368
18,High,Large,High-Large,Yes,15,30,217.0090752,0,0,3,0,609,5808.333333,30,217.0090752
19,Low,Large,Low-Large,Yes,15,13,135.3750432,0,0,3,0,304,6292.333333,13,135.3750432
20,Low,Intermediate,Low-Intermediate,No,15,14,10.8655776,0,0,3,0,499.3333333,2909,14,10.8655776
21,High,Intermediate,High-Intermediate,Yes,15,17,133.3027584,0,0,3,0,3182,7136,17,133.3027584
22,High,Small,High-Small,Yes,15,93,172.8503808,0,0,3,0,1381.333333,11478.66667,93,172.8503808
23,High,Intermediate,High-Intermediate,No,15,20,128.7895008,0,0,3,0,1315,12418.66667,20,128.7895008
24,High,Intermediate,High-Intermediate,Yes,15,81,319.1159616,0,0,3,0,1538.333333,3297.666667,81,319.1159616
25,Low,Small,Low-Small,Yes,15,17,30.019728,0,0,3,0,585,2243,17,30.019728
26,Low,Small,Low-Small,Yes,15,16,120.7339008,0,0,3,0,7763,6649,16,120.7339008
27,Low,Large,Low-Large,Yes,15,0,0,0,0,3,0,964.6666667,1813.333333,0,0
28,High,Small,High-Small,Yes,15,0,0,0,0,3,0,2199.333333,7179,0,0
29,Low,Small,Low-Small,No,15,9,27.4426848,0,0,3,0,9665.666667,10154.66667,9,27.4426848
30,Low,Small,Low-Small,Yes,15,30,20.3916192,0,0,3,0,735.6666667,1455,30,20.3916192
31,High,Large,High-Large,Yes,15,77,246.7068768,0,0,3,0,742.6666667,3517,77,246.7068768
32,High,Small,High-Small,Yes,15,15,88.7612928,0,0,3,0,2028.333333,5527.333333,15,88.7612928
33,Low,Intermediate,Low-Intermediate,Yes,15,9,14.424096,0,0,3,0,398.6666667,5582.666667,9,14.424096
34,Low,Intermediate,Low-Intermediate,Yes,15,23,173.1851232,0,0,3,0,1934.666667,8886.666667,23,173.1851232
35,High,Large,High-Large,No,15,46,260.4476928,0,0,3,0,1915.666667,2734.666667,46,260.4476928
36,Low,Large,Low-Large,Yes,15,10,45.5924832,0,0,3,0,849.3333333,1140.333333,10,45.5924832
37,High,Intermediate,High-Intermediate,Yes,15,48,320.0453952,0,0,3,0,338.6666667,2152.666667,48,320.0453952
38,High,Small,High-Small,No,15,35,98.1012384,0,0,3,0,583,6824.333333,35,98.1012384
39,High,Large,High-Large,Yes,15,0,0,0,0,3,0,1841,1257.666667,0,0
40,Low,Intermediate,Low-Intermediate,Yes,15,24,42.7740384,0,0,3,0,885.3333333,874,24,42.7740384
41,High,Intermediate,High-Intermediate,Yes,15,47,377.1668064,0,0,3,0,3321,2295,47,377.1668064
42,High,Large,High-Large,Yes,15,92,524.2578144,0,0,3,0,1797.666667,3244,92,524.2578144
43,High,Intermediate,High-Intermediate,Yes,15,7,25.016736,0,0,3,0,997.3333333,10006,7,25.016736
44,High,Large,High-Large,Yes,15,103,520.0937472,0,0,3,0,998,11353.66667,103,520.0937472
45,Low,Large,Low-Large,Yes,15,65,493.2365568,0,0,3,0,2151,7240.666667,65,493.2365568
46,High,Intermediate,High-Intermediate,Yes,15,52,412.6010976,0,0,3,0,7713,5005,52,412.6010976
47,Low,Small,Low-Small,No,15,15,14.2550016,0,0,3,0,585,1805,15,14.2550016
48,High,Intermediate,High-Intermediate,No,15,52,176.9873952,0,0,3,0,6116.333333,7901.333333,52,176.9873952
